227425	Musk: SpaceX Making 'Progress' Toward Mars Colony	http://news.discovery.com/space/private-spaceflight/musk-spacex-making-progress-toward-mars-colony-140520.htm	Discovery News	t	dnbLtQ6WjiDxd7M-wnwKlhvJld1mM	news.discovery.com	1400643224430
227426	ULA Reveals Pricing Data, Hits Back at SpaceX	http://www.defensenews.com/article/20140520/DEFREG02/305200034/ULA-Reveals-Pricing-Data-Hits-Back-SpaceX\?odyssey=nav%7Chead	DefenseNews.com	t	dnbLtQ6WjiDxd7M-wnwKlhvJld1mM	www.defensenews.com	1400643224864
227427	Chuck E. Cheese's: Where a kid can be a kid with Oculus Rift	http://www.firstcoastnews.com/story/entertainment/2014/05/20/chucke-cheeses-oculus-rift/9354471/	First Coast News	t	dexQN6u4Y9a1tyMfIg9mHDXogWTQM	www.firstcoastnews.com	1400643517222
227428	Oculus Rift joins the Chuck E. Cheese cast	http://www.joystiq.com/2014/05/20/oculus-rift-joins-the-chuck-e-cheese-cast/	Joystiq	t	dexQN6u4Y9a1tyMfIg9mHDXogWTQM	www.joystiq.com	1400643517439
227429	Oculus Rift coming to Chuck E. Cheese's	http://www.gamespot.com/articles/oculus-rift-coming-to-chuck-e-cheese-s/1100-6419752/	GameSpot	t	dexQN6u4Y9a1tyMfIg9mHDXogWTQM	www.gamespot.com	1400643517722
227430	Oculus Rift headed to Chuck E Cheese's family entertainment centers	http://www.digitalspy.com/gaming/news/a572417/oculus-rift-headed-to-chuck-e-cheeses-family-entertainment-centers.html	Digital Spy	t	dexQN6u4Y9a1tyMfIg9mHDXogWTQM	www.digitalspy.com	1400643518003
227431	Oculus Rift is being tested at Chuck E Cheese	http://www.slashgear.com/oculus-rift-is-being-tested-at-chuck-e-cheese-20329852/	SlashGear	t	dexQN6u4Y9a1tyMfIg9mHDXogWTQM	www.slashgear.com	1400643518216
227432	Oculus Rift is coming to... Chuck E. Cheese's?	http://www.engadget.com/2014/05/20/oculus-rift-chuck-e-cheese/	Engadget	t	dexQN6u4Y9a1tyMfIg9mHDXogWTQM	www.engadget.com	1400643518411
227433	Would You Like VR with Your Pizza? Chuck E. Cheese to Test Oculus Rift At its  ...	http://www.cio.com/article/753034/Would_You_Like_VR_with_Your_Pizza_Chuck_E._Cheese_to_Test_Oculus_Rift_At_its_Restaurants	CIO	t	dexQN6u4Y9a1tyMfIg9mHDXogWTQM	www.cio.com	1400643518657
227434	Oculus Rift VR may be coming to a Chuck E. Cheese near you	http://www.techradar.com/news/world-of-tech/oculus-rift-vr-may-be-coming-to-a-chuck-e-cheese-near-you-1249764	TechRadar UK	t	dexQN6u4Y9a1tyMfIg9mHDXogWTQM	www.techradar.com	1400643518912
227435	Chuck E. Cheese Testing Oculus Rift Virtual Ticket Blaster	http://www.inquisitr.com/1258267/chuck-e-cheese-testing-oculus-rift-virtual-ticket-blaster/	The Inquisitr	t	dexQN6u4Y9a1tyMfIg9mHDXogWTQM	www.inquisitr.com	1400643519167
227436	Virtual reality's biggest enemy is bad virtual reality, says Oculus founder	http://www.engadget.com/2014/05/20/palmer-luckey-svvr/	Engadget	t	dexQN6u4Y9a1tyMfIg9mHDXogWTQM	www.engadget.com	1400643519417
227437	Oculus Rift to bring virtual reality to Chuck E. Cheese	http://tech.fortune.cnn.com/2014/05/20/oculus-rift-facebook/\?section=magazines_fortune	Fortune	t	dexQN6u4Y9a1tyMfIg9mHDXogWTQM	tech.fortune.cnn.com	1400643519621
227438	Oculus VR brings Chuck E. Cheese's into the 21st century	http://www.digitaltrends.com/gaming/oculus-vr-coming-to-chuck-e-cheese/	Digital Trends	t	dexQN6u4Y9a1tyMfIg9mHDXogWTQM	www.digitaltrends.com	1400643519839
227439	This Developer Is Rebuilding Your Childhood Bedroom For Oculus Rift	http://www.gizmodo.in/gadgets/This-Developer-Is-Rebuilding-Your-Childhood-Bedroom-For-Oculus-Rift/articleshow/35403678.cms	Gizmodo India	t	dexQN6u4Y9a1tyMfIg9mHDXogWTQM	www.gizmodo.in	1400643520169
227440	Chuck E. Cheese testing Oculus Rift attraction	http://www.computerandvideogames.com/464392/chuck-e-cheese-testing-oculus-rift-attraction/	Computerandvideogames.com	t	dexQN6u4Y9a1tyMfIg9mHDXogWTQM	www.computerandvideogames.com	1400643520473
227441	Oculus Rift Virtual Ticket Blaster Experience Heading To Chuck E. Cheese	http://www.gameinformer.com/b/news/archive/2014/05/20/6803694.aspx	Game Informer	t	dexQN6u4Y9a1tyMfIg9mHDXogWTQM	www.gameinformer.com	1400643520747
227442	Oculus Rift Heading to Chuck E. Cheese's	http://www.tomshardware.com/news/oculus-rift-chuck-cheese-s-vr,26825.html	Tom's Hardware Guide	t	dexQN6u4Y9a1tyMfIg9mHDXogWTQM	www.tomshardware.com	1400643520981
227443	Chuck E. Cheese Considering Oculus Rift	http://www.hardcoregamer.com/2014/05/20/chuck-e-cheese-considering-oculus-rift/85723/	Hardcore Gamer	t	dexQN6u4Y9a1tyMfIg9mHDXogWTQM	www.hardcoregamer.com	1400643521243
227444	Virtual Party: Oculus Rift To Chuck E. Cheese	http://www.nbcbayarea.com/news/tech/Virtual-Party-Oculus-Rift-To-Chuck-E-Cheese-260002681.html	NBC Bay Area	t	dexQN6u4Y9a1tyMfIg9mHDXogWTQM	www.nbcbayarea.com	1400643521481
227445	Oculus Rift Coming to Chuck E. Cheese	http://www.ign.com/articles/2014/05/20/oculus-rift-coming-to-chuck-e-cheese	IGN	t	dexQN6u4Y9a1tyMfIg9mHDXogWTQM	www.ign.com	1400643521711
227446	Oculus Rift Coming Soon to a Chuck E. Cheese's Near You	http://www.escapistmagazine.com/news/view/134641-Oculus-Rift-Coming-Soon-to-a-Chuck-E-Cheeses-Near-You	The Escapist	t	dexQN6u4Y9a1tyMfIg9mHDXogWTQM	www.escapistmagazine.com	1400643521952
227447	The Oculus Rift Is Coming To Chuck E. Cheese	http://www.businessinsider.in/The-Oculus-Rift-Is-Coming-To-Chuck-E-Cheese/articleshow/35399290.cms	Businessinsider India	t	dexQN6u4Y9a1tyMfIg9mHDXogWTQM	www.businessinsider.in	1400643522196
227448	Oculus Rift VR coming to Chuck E. Cheese's birthday parties	http://www.polygon.com/2014/5/20/5734192/oculus-rift-chuck-e-cheese	Polygon	t	dexQN6u4Y9a1tyMfIg9mHDXogWTQM	www.polygon.com	1400643522581
227449	Chuck E. Cheese to Strap Oculus Rift Headsets on to Children's Tiny Heads	http://www.thewire.com/technology/2014/05/chuck-e-cheese-to-strap-virtual-reality-headset-oculus-rift-to-childrens-tiny-heads/371271/	The Wire	t	dexQN6u4Y9a1tyMfIg9mHDXogWTQM	www.thewire.com	1400643522945
227450	Chuck E. Cheese's Tests Oculus Rift Virtual Ticket-Grabbing Experience	http://consumerist.com/2014/05/20/chuck-e-cheeses-tests-oculus-rift-virtual-ticket-grabbing-experience/	The Consumerist	t	dexQN6u4Y9a1tyMfIg9mHDXogWTQM	consumerist.com	1400643523350
227451	Chuck E. Cheese to add 3D virtual gaming to restaurants	http://www.allvoices.com/contributed-news/17116839-chuck-e-cheese-is-adding-oculus-rift-gaming-headsets	allvoices	t	dexQN6u4Y9a1tyMfIg9mHDXogWTQM	www.allvoices.com	1400643523571
227452	Oculus Rift to party at Chuck E. Cheese restaurants	http://www.cnet.com/news/oculus-rift-to-appear-at-chuck-e-cheese-parties/	CNET	t	dexQN6u4Y9a1tyMfIg9mHDXogWTQM	www.cnet.com	1400643523839
227453	Vrizzmo promises to turn your cell phone into a VR headset for €50	http://arstechnica.com/gaming/2014/05/vrizzmo-promises-to-turn-your-cell-phone-into-a-vr-headset-for-e50/	Ars Technica	t	dexQN6u4Y9a1tyMfIg9mHDXogWTQM	arstechnica.com	1400643524060
227454	Chuck E. Cheese Tests Oculus Rift VR Game	http://time.com/106388/chuck-e-cheese-nibbles-on-the-virtual-reality-market/	TIME	t	dexQN6u4Y9a1tyMfIg9mHDXogWTQM	time.com	1400643524513
227455	Chuck E. Cheese Plans to Party with Oculus Rift in Select Areas	http://www.maximumpc.com/chuck_e_cheese_plans_party_oculus_rift_select_areas_2014	Maximum PC	t	dexQN6u4Y9a1tyMfIg9mHDXogWTQM	www.maximumpc.com	1400643524718
227456	Chuck E. Cheese's Adds Oculus Rift VR Games	http://www.cruxialcio.com/chuck-e-cheeses-adds-oculus-rift-vr-games-7677	CruxialCIO	t	dexQN6u4Y9a1tyMfIg9mHDXogWTQM	www.cruxialcio.com	1400643524950
227457	Google Glass Engineer Hired By Oculus VR	http://www.gamerheadlines.com/2014/05/google-glass-engineer-hired-by-oculus-vr/	The Gamer Headlines	t	dexQN6u4Y9a1tyMfIg9mHDXogWTQM	www.gamerheadlines.com	1400643525176
227458	Oculus Rift, Coming to a Chuck E. Cheese's Near You	http://mashable.com/2014/05/20/oculus-rift-chuck-e-cheese/	Mashable	t	dexQN6u4Y9a1tyMfIg9mHDXogWTQM	mashable.com	1400643525620
227459	Eat Some Pizza, Try Oculus Rift. Oculus Coming to Chuck E. Cheese's	http://www.newsledge.com/eat-pizza-try-oculus-rift-oculus-coming-chuck-e-cheeses-6743	The News Ledge	t	dexQN6u4Y9a1tyMfIg9mHDXogWTQM	www.newsledge.com	1400643525823
227460	Chuck E. Cheese Is Going Virtual Reality With the Oculus Rift	http://www.complex.com/video-games/2014/05/chuck-e-cheese-is-going-virtual-reality-with-oculus-rift	Complex.com	t	dexQN6u4Y9a1tyMfIg9mHDXogWTQM	www.complex.com	1400643526074
227461	Oculus Rift Headed For Chuck E. Cheese	http://www.ubergizmo.com/2014/05/oculus-rift-headed-for-chuck-e-cheese/	Ubergizmo	t	dexQN6u4Y9a1tyMfIg9mHDXogWTQM	www.ubergizmo.com	1400643526388
227462	Chuck E. Cheese Tests Out Oculus Rift Birthday Parties	http://investorplace.com/2014/05/chuck-e-cheese-tests-oculus-rift-birthday-parties/	Investorplace.com	t	dexQN6u4Y9a1tyMfIg9mHDXogWTQM	investorplace.com	1400643526555
227463	Chuck E. Cheese's gets in on the Oculus Rift action	http://www.gamezone.com/news/2014/05/20/chuck-e-cheese-s-gets-in-on-the-oculus-rift-action	GameZone	t	dexQN6u4Y9a1tyMfIg9mHDXogWTQM	www.gamezone.com	1400643526796
227464	Oculus Rift comes to Chuck E. Cheese's	http://www.technologytell.com/gaming/128630/oculus-rift-comes-chuck-e-cheeses/	TechnologyTell	t	dexQN6u4Y9a1tyMfIg9mHDXogWTQM	www.technologytell.com	1400643527014
227465	Dallas Chuck E. Cheese First To Get Oculus Rift	http://www.texastechpulse.com/dallas_chuck_e_cheese_first_to_get_oculus_rift/s-0055122.html	Texas Tech Pulse	t	dexQN6u4Y9a1tyMfIg9mHDXogWTQM	www.texastechpulse.com	1400643527516
227466	The Inside Story of Oculus Rift and How Virtual Reality Became Reality	http://www.wired.com/2014/05/oculus-rift-4/	Wired	t	dexQN6u4Y9a1tyMfIg9mHDXogWTQM	www.wired.com	1400643527759
227467	Moving Around in Virtual Reality Is Still a Big Unsolved Problem	http://recode.net/2014/05/20/moving-around-in-virtual-reality-is-still-a-big-unsolved-problem/	Re\/code	t	dexQN6u4Y9a1tyMfIg9mHDXogWTQM	recode.net	1400643528062
227468	Oculus Rift Lets You Play Classic Game Boy Games in Another World	http://www.technobuffalo.com/2014/05/20/oculus-rift-lets-you-play-classic-game-boy-games-in-another-world/	TechnoBuffalo	t	dexQN6u4Y9a1tyMfIg9mHDXogWTQM	www.technobuffalo.com	1400643528330
227469	I Will Never, EVER Buy An Oculus Rift	http://techpinions.com/i-will-never-ever-buy-an-oculus-rift/30527	Tech.pinions	t	dexQN6u4Y9a1tyMfIg9mHDXogWTQM	techpinions.com	1400643528867
227470	At E3 New VR Adventure Game	http://kashgartimes.com/technology-22/at-e3-new-vr-adventure-game-58.html	Kashgar Times	t	dexQN6u4Y9a1tyMfIg9mHDXogWTQM	kashgartimes.com	1400643529161
227471	New VR Adventure Game at E3: nDreams Announced	http://khalistantimes.com/technology-22/new-vr-adventure-game-at-e3-ndreams-announced-57.html	KhalistanTimes	t	dexQN6u4Y9a1tyMfIg9mHDXogWTQM	khalistantimes.com	1400643529366
227472	nDreams teases virtual reality game E3 reveal	http://www.mcvuk.com/news/read/ndreams-teases-virtual-reality-game-e3-reveal/0132640	MCV	t	dexQN6u4Y9a1tyMfIg9mHDXogWTQM	www.mcvuk.com	1400643529571
227473	nDreams Teases Project Morpheus And Oculus Rift Game	http://www.ubergizmo.com/2014/05/ndreams-project-morpheus-oculus-rift/	Ubergizmo	t	dexQN6u4Y9a1tyMfIg9mHDXogWTQM	www.ubergizmo.com	1400643529955
227474	[youtube=https://www.youtube.com/watch?v=eutUgxIqHRY]	http://www.ubergizmo.com/2014/05/youtubehttpswww-youtube-comwatchveutugxiqhry/	Ubergizmo	t	dexQN6u4Y9a1tyMfIg9mHDXogWTQM	www.ubergizmo.com	1400643530242
227475	nDreams to Announce New VR Adventure Game at E3	http://gamingbolt.com/ndreams-to-announce-new-vr-adventure-game-at-e3	GamingBolt	t	dexQN6u4Y9a1tyMfIg9mHDXogWTQM	gamingbolt.com	1400643530473
227476	nDreams Teases Huge E3 Announcement	http://www.biogamergirl.com/2014/05/ndreams-teases-huge-e3-announcement.html	BioGamer Girl Magazine	t	dexQN6u4Y9a1tyMfIg9mHDXogWTQM	www.biogamergirl.com	1400643530786
227477	Skydieving developer bringing new adventure game to Oculus Rift and Project  ...	http://www.polygon.com/2014/5/19/5730466/oculus-rift-project-morpheus-skydieving-ndreams-e3	Polygon	t	dexQN6u4Y9a1tyMfIg9mHDXogWTQM	www.polygon.com	1400643531012
227478	Now you can play a virtual Game Boy inside the Oculus Rift	http://www.polygon.com/2014/5/18/5728744/oculus-rift-game-boy-mod-virtual-reality	Polygon	t	dexQN6u4Y9a1tyMfIg9mHDXogWTQM	www.polygon.com	1400643531200
227479	nDreams to show off new game for Project Morpheus and Oculus Rift at E3	http://www.gamezone.com/news/2014/05/19/ndreams-to-show-off-new-game-for-project-morpheus-and-oculus-rift-at-e3	GameZone	t	dexQN6u4Y9a1tyMfIg9mHDXogWTQM	www.gamezone.com	1400643531394
227480	Play a virtual Game Boy inside Oculus Rift	http://www.digitalspy.co.uk/gaming/news/a571986/play-a-virtual-game-boy-inside-oculus-rift.html	Digital Spy UK	t	dexQN6u4Y9a1tyMfIg9mHDXogWTQM	www.digitalspy.co.uk	1400643531587
227481	Game-Ception? Oculus Rift Title Lets You Play Virtual Game Boy	http://www.inquisitr.com/1257838/oculus-rift-virtual-game-boy/	The Inquisitr	t	dexQN6u4Y9a1tyMfIg9mHDXogWTQM	www.inquisitr.com	1400643531935
227482	Project Morpheus and Oculus Rift title to be revealed at E3	http://www.videogamer.com/news/project_morpheus_and_oculus_rift_title_to_be_revealed_at_e3.html	Videogamer.com	t	dexQN6u4Y9a1tyMfIg9mHDXogWTQM	www.videogamer.com	1400643532141
227483	Open source Rift by Beijing team	http://kashgartimes.com/technology-22/open-source-rift-by-beijing-team-31.html	Kashgar Times	t	dexQN6u4Y9a1tyMfIg9mHDXogWTQM	kashgartimes.com	1400643532400
227484	Oculus Rift Mod Simulates Playing A Nintendo Game Boy	http://www.ubergizmo.com/2014/05/oculus-rift-mod-simulates-playing-a-nintendo-game-boy/	Ubergizmo	t	dexQN6u4Y9a1tyMfIg9mHDXogWTQM	www.ubergizmo.com	1400643532583
227485	No games for Oculus Rift? No problem! Play Game Boy	http://www.vg247.com/2014/05/19/no-games-for-oculus-rift-no-problem-play-game-boy/	VG247	t	dexQN6u4Y9a1tyMfIg9mHDXogWTQM	www.vg247.com	1400643532865
227486	The Rare Lancetfish Washed Ashore in North Carolina	http://yottafire.com/2014/05/the-rare-lancetfish-washed-ashore-in-california/	YottaFire	t	drPePff1Jd_6pvM4vvJn9YzdK2JeM	yottafire.com	1400643704681
227487	Scary Fanged Cannibal Fish Washes Ashore ... Alive!	https://sg.news.yahoo.com/scary-fanged-cannibal-fish-washes-ashore-alive-182248280.html	Yahoo Singapore News	t	drPePff1Jd_6pvM4vvJn9YzdK2JeM	sg.news.yahoo.com	1400643704884
227488	Fanged cannibal Lancetfish washes ashore alive	http://www.delhidailynews.com/news/Fanged-cannibal-Lancetfish-washes-ashore-alive-1400612576/	Delhi Daily News	t	drPePff1Jd_6pvM4vvJn9YzdK2JeM	www.delhidailynews.com	1400643705215
227489	Cannibal Lancetfish Washes Up Ashore Alive	http://www.utahpeoplespost.com/2014/05/cannibal-lancetfish-washes-up-ashore-alive/	The Utah People's Post	t	drPePff1Jd_6pvM4vvJn9YzdK2JeM	www.utahpeoplespost.com	1400643705454
227490	Scary Fanged Fish Found in North Carolina	http://www.your-story.org/scary-fanged-fish-found-in-north-carolina-419311	Your-Story.org	t	drPePff1Jd_6pvM4vvJn9YzdK2JeM	www.your-story.org	1400643705821
227491	Rare Lancetfish Washes up on Shore in North Carolina	http://z6mag.com/featured/rare-lancetfish-washes-up-on-shore-in-north-carolina-1623978.html	Z6Mag	t	drPePff1Jd_6pvM4vvJn9YzdK2JeM	z6mag.com	1400643706031
227492	Frightened Beach Goers Find Lancetfish Washed Up Ashore Alive	http://americanlivewire.com/2014-05-20-frightened-beach-goers-find-lancetfish-washed-ashore-alive/	American Live Wire	t	drPePff1Jd_6pvM4vvJn9YzdK2JeM	americanlivewire.com	1400643706247
227493	Rare Cannibal Fish Species Washes up on North Carolina Beach	http://www.scienceworldreport.com/articles/14846/20140520/rare-cannibal-fish-species-washes-up-on-north-carolina-beach.htm	Science World Report	t	drPePff1Jd_6pvM4vvJn9YzdK2JeM	www.scienceworldreport.com	1400643706569
227494	Terrifying cannibal lancetfish washes up in North Carolina	http://dailydigestnews.com/2014/05/terrifying-cannibal-lancetfish-washes-up-in-north-carolina/	Daily Digest	t	drPePff1Jd_6pvM4vvJn9YzdK2JeM	dailydigestnews.com	1400643706762
227495	Rarely Seen Lancetfish Washes Up Alive on North Carolina Beach	http://newsmaine.net/19352-rarely-seen-lancetfish-washes-alive-north-carolina-beach	Maine News	t	drPePff1Jd_6pvM4vvJn9YzdK2JeM	newsmaine.net	1400643706997
227496	'Cannibal fish' washes ashore in North Carolina	http://www.aol.com/article/2014/05/19/cannibal-fish-washes-ashore-in-north-carolina/20888515/	AOL News Newsbloggers \(blog\)	t	drPePff1Jd_6pvM4vvJn9YzdK2JeM	www.aol.com	1400643707263
227497	Rare Cannibal Fish Washes Up On A North Carolina Beach	http://www.businessinsider.in/science/environment/Rare-Cannibal-Fish-Washes-Up-On-A-North-Carolina-Beach/articleshow/35365802.cms	Businessinsider India	t	drPePff1Jd_6pvM4vvJn9YzdK2JeM	www.businessinsider.in	1400643707499
227498	Fanged cannibal fish visits North Carolina beach	http://www.upi.com/Science_News/2014/05/19/Fanged-cannibal-fish-visits-North-Carolina-beach/8061400509869/	UPI.com	t	drPePff1Jd_6pvM4vvJn9YzdK2JeM	www.upi.com	1400643707745
227499	Cannibal fish washes ashore in Nags Head, North Carolina [PHOTO]	http://www.sciencerecorder.com/news/cannibal-fish-washes-ashore-in-nags-head-north-carolina-photo/	Science Recorder	t	drPePff1Jd_6pvM4vvJn9YzdK2JeM	www.sciencerecorder.com	1400643707943
227500	Rare Cannibal Fish Found ALIVE in North Carolina	http://www.designntrend.com/articles/14173/20140519/rare-cannibal-fish-found-alive-in-north-carolina.htm	Design \& Trend	t	drPePff1Jd_6pvM4vvJn9YzdK2JeM	www.designntrend.com	1400643708154
